movie_id,tmdb_id,poster,tagline,overview
27822,83,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pjLh97W1J8AdcuKWzqqdKHfYmp5.jpg,Scream all you want.,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them..."
27826,55177,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8FIovz3tPvxXvBY0bySbuo6cbwD.jpg,Playing it straight is about to get very complicated.,"Alim is a gay man living in London to escape the domineering eye of his conservative Muslim mother, Nuru, back in Canada. Alim keeps his homosexuality secret from his mother, so when she comes for a surprise visit, he and his boyfriend, Giles, must put on a straight facade to hide the truth."
27829,26766,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/ger5wIjr4HLymG9FaAvifOC6wAO.jpg,,"A documentary on a stereotypically shady used car salesman, one who convinces customers to buy vehicles that others have deemed unfit for sale."
27830,24747,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/wzbV4jsCWZqOEAmyjjGemLNZbK7.jpg,,"The story of golf icon and legend, Bobby Jones, who retired from competition at the tender age of 28."
27831,4836,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/rDOxXteqxALBaSa3V3zTjGJuyWB.jpg,,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin..."
27834,11190,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/7V8iHBs34cPYw7ohpLqliF9x8Gv.jpg,,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.
27837,11866,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pcj6unMsKCw0ogWFlUXmbc9gKap.jpg,"Out of the ashes, hope will rise.","When an oil rig in the Gobi Desert of Mongolia proves unproductive, an aircraft crew are sent to shut the operation down and fly them out. On the flight out over the desert on the way to Beijing, Capt. Frank Towns and co-pilot A.J. are unable to keep their cargo plane, a C-119 Flying Boxcar, in the air when a violent sandstorm strikes. Crash-landing in a remote uncharted part of the desert, the two pilots and their passengers -- a crew of oil workers and a drifter -- must work together to survive by rebuilding the aircraft. Soon, low supplies and a band of merciless smugglers add even greater urgency to their task."
27838,12281,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/47icHsfwq7qpfPTuGwZxAtQ0olJ.jpg,"Beneath the surface, everyone has a secret.","Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions."
27839,10320,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8Mnthy6ymdKHVwVw5gJB7RtaO1F.jpg,Fear comes full circle,"After the ordeal with Samara, Rachel and Aiden move to a rural town. But soon Rachel learns about the death of a girl in a similar fashion. To save Aiden, she must dig into Samara's past even further."
27846,11420,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/aN7LHIKHkq6x16a4pXlaiB7PHiP.jpg,The corporation as psychopath...,"Since the late 18th century American legal decision that the business corporation organizational model is legally a person, it has become a dominant economic, political and social force around the globe. This film takes an in-depth psychological examination of the organization model through various case studies. What the study illustrates is that in the its behaviour, this type of ""person"" typically acts like a dangerously destructive psychopath without conscience. Furthermore, we see the profound threat this psychopath has for our world and our future, but also how the people with courage, intelligence and determination can do to stop it."
27850,3396,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/lbwXEMe4fz6hj3ySwgstRJx38Wz.jpg,Changing the world one prank at a time.,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world."
27865,5889,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/3pnMViIDP6whWXnTBq7ibQipSyS.jpg,From The Ravages of War Raises An Assassin.,"In war-torn Japan, the Tokugawa Shogun, desperate to restore peace to his people, orders the assassination of the hostile warlords. A beautiful young woman is raised from birth with nine other orphans, to become an assassin. Her name is Azumi, the ultimate assassin."
27866,1126,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tnFvXenEmwfESsw401SE6N9oFQp.jpg,,"Paul (Macfadyen), a prize-winning war journalist, returns to his remote New Zealand hometown due to the death of his father, battle-scarred and world-weary. For the discontented sixteen-year-old Celia (Barclay) he opens up a world she has only dreamed of. She actively pursues a friendship with him, fascinated by his cynicism and experience of the world beyond her small-town existence. But many, including the members of both their families (Otto, Moy), frown upon the friendship and when Celia goes missing, Paul becomes the increasingly loathed and persecuted prime suspect in her disappearance. As the violent and urgent truth gradually emerges, Paul is forced to confront the family tragedy and betrayal that he ran from as a youth, and to face the grievous consequences of silence and secrecy that has surrounded his entire adult life."
27869,11658,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/vyG8qpimh3XSlxc6OmPq8LJRJl.jpg,"One country, one family… divided by war.","When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
27873,11401,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pYms4cvrqlM4I8cjNrQCbSnPxkr.jpg,,"After bassist Jason Newsted quits the band in 2001, heavy metal superstars Metallica realize that they need an intervention. In this revealing documentary, filmmakers follow the three rock stars as they hire a group therapist and grapple with 20 years of repressed anger and aggression. Between searching for a replacement bass player, creating a new album and confronting their personal demons, the band learns to open up in ways they never thought possible."
27878,1392,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/e7OWmWptBRCnUKj6MJ2qbxj5ZY5.jpg,,"Documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives."
27879,1843,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/jviJvKNFdSWlmVvTuqBBDhn5zym.jpg,Do you dig?,"A documentary on the once promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols. The friendship between respective founders, Anton Newcombe and Courtney Taylor, escalated into bitter rivalry as the Dandy Warhols garnered major international success while the Brian Jonestown Massacre imploded in a haze of drugs."
27882,291,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8L3ir0KNqSqpps2oVAeCUPVTPhr.jpg,,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.
27899,8357,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/ghoM9gorKvgAcqkSJ6TDQcsObWN.jpg,Time to get wise.,"Amanda is a divorced woman who makes a living as a photographer. During the Fall of the year Amanda begins to see the world in new and different ways when she begins to question her role in life, her relationships with her career and men and what it all means. As the layers to her everyday experiences fall away insertions in the story with scientists, and philosophers and religious leaders impart information directly to an off-screen interviewer about academic issues, and Amanda begins to understand the basis to the quantum world beneath. During her epiphany as she considers the Great Questions raised by the host of inserted thinkers, she slowly comprehends the various inspirations and begins to see the world in a new way."
27904,3509,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/lUKudOpHICDj6A6SO7DdaZM4W48.jpg,Everything is not going to be OK.,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.
27905,11662,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/naIjHWfQFge69GqeehgsekwDkbl.jpg,When a hero falls a legend will rise,"Fifty years of war between the Great Eastern Federation and Europa - now merged as Eurasia - have taken their toll on planet Earth. As a result of the use of biological, chemical and nuclear weapons, much of Earth has become uninhabitable and people have become prey to new diseases. Professor Azuma's ""neo-cell"" project, which is supposed to be the answer to mankind's hardships, becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. Azuma's son Tetsuya, who was killed during the previous war, is reborn into the cyborg Casshern as mankind's last hope against the new mutant threat. This live-action sci-fi movie based on a 1973 Japanese animé of the same name."
27912,13372,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5SodI4NHGIHghH6HGfqryiNlMSA.jpg,,"This film examines how media empires, led by Rupert Murdoch's Fox News, have been running a ""race to the bottom"" in television news, and provides an in-depth look at Fox News and the dangerous impact on society when a broad swath of media is controlled by one person.  Media experts, including Jeff Cohen (FAIR) Bob McChesney (Free Press), Chellie Pingree (Common Cause), Jeff Chester (Center for Digital Democracy) and David Brock (Media Matters) provide context and guidance for the story of Fox News and its effect on society.  This documentary also reveals the secrets of Former Fox news producers, reporters, bookers and writers who expose what it's like to work for Fox News.  These former Fox employees talk about how they were forced to push a ""right-wing"" point of view or risk their jobs. Some have even chosen to remain anonymous in order to protect their current livelihoods. As one employee said ""There's no sense of integrity as far as having a line that can't be crossed."""
30707,70,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.","Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her."
30745,12487,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/mo5L0XzMYmLhdsvgA40qlYiHhAF.jpg,,"Minami mistakenly kills a gangster associate of his named Brother. Almost as soon as the murder takes place, the body of the deceased man is gone, prompting Minami to conduct a search. While looking, he finds a mysterious isolated hotel where he decides to take a rest. Not only are the front desk clerks a bit strange, but even the ambiance feels unusual. Minami soon realizes he may have gotten more than he bargained for."
30749,205,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,"When the world closed its eyes, he opened his arms.","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives."
